snid,label_name,label_id,sim_z,z_peak_flux,r_mean_flux,peak_color_g_minus_r,i_peak_flux,peak_color_r_minus_i,peak_color_i_minus_z,g_mean_flux,r_peak_flux,z_std_flux,i_amplitude,i_std_flux,time_span,z_time_of_peak,i_time_of_peak,r_time_of_peak,r_std_flux
17,II,2.0,0.3972,1.6263403673750423,0.6496891398447785,-0.05506777646434288,1.5940609012704183,-0.02634595018926858,0.08272897357975406,0.5395681768862056,1.6043340731029112,1.0785846642341823,1.6027662310504471,1.0092715766457059,134.01900000000023,73.97600000000239,57.97200000000157,64.98400000000402,0.9972210047733112
19,II,2.0,0.9674,1.4089180208467798,0.4347793474848865,0.759297835436906,1.38147609027503,-0.3687435392137966,0.07148277242823588,0.1038584317751151,1.5237464668115646,0.810341983762826,1.5275010109811202,0.7904437966863441,97.03100000000268,84.0659999999989,75.03499999999622,71.12099999999919,0.9189385608192988
126,II,2.0,0.5621,1.2922560713564761,0.219763945071537,-0.25317415887317013,1.2986347831244356,0.3663551643063313,-0.016797534259793214,0.06911705449201322,1.160768561861128,0.6597213820738291,1.3803198017626408,0.549472966407241,156.8399999999965,27.065999999998894,63.77700000000186,66.84399999999732,0.5238486575006758
172,II,2.0,0.4458,1.5021538928713607,0.5327410891454434,0.0803074560514187,1.4500950758716022,0.0048023795424843,0.1346485197698995,0.08081727612371546,1.448242412634439,0.9760806419674317,1.4500950758716022,0.8867055689472656,127.9409999999989,45.03900000000431,54.0,50.875,0.8091594750644886
303,Ib,32.0,0.9024,1.4116197059632303,0.17444991468546708,0.0032867922318441877,1.5414544287475889,0.5775692016894061,-0.3358412773717,-0.2306014678923234,1.3191060593097763,0.8112235055034016,1.778368343355874,0.8457690252791668,160.84799999999814,66.02399999999761,72.88700000000244,69.99300000000221,0.6722359949251634
488,II,2.0,0.7708,1.1961761850399732,0.1651194255994913,1.1797728604636997,1.049605612594973,-0.6436028833833276,0.3964673266015496,-0.15295825241273156,1.2893659515200318,0.6311936258705453,1.2553448814857588,0.5154780730714336,161.84399999999732,160.84399999999732,102.91799999999785,71.84799999999814,0.5196841806558834
556,IIn,21.0,0.4532,1.6434526764861874,0.6792888637830182,-0.09635230124495628,1.6902847025126295,-0.13387024205865464,-0.11965812597394798,0.6724857037205266,1.7428036584691655,1.0201427670939833,1.6902847025126295,1.0404028106189596,99.01900000000023,2.186999999998079,2.1560000000026776,0.01600000000325963,1.0480047742141096
565,II,2.0,0.7699,1.230959555748569,0.2921814988654882,-0.20290740363310858,1.1212314551496214,-0.26999447640513663,0.29397826460420845,0.09208459329330333,1.2219355998280053,0.6241101689809743,1.262901762654138,0.5673925020062826,174.90699999999924,45.13300000000163,60.90299999999843,69.9340000000011,0.6096767103723177
642,Ia,1.0,0.8128,1.6721902511882525,0.3075717616363293,0.4112641594624077,1.7018269303971394,1.2675068391223399,-0.07564720549336271,-0.1395249672786353,1.213517756996305,0.9698898112318497,1.78632543439007,0.9752283079042934,157.8480000000054,42.942000000002736,51.1140000000014,29.942000000002736,0.62049659375442
696,IIL,23.0,0.3548,1.4434194617828173,0.20133086712679796,0.03935064461473663,1.3163897510731954,0.30503053213254055,0.3314479962264829,0.14708683263781552,1.2011238972073797,0.6639625340158284,1.4481186202921477,0.6182598738300675,134.90699999999924,34.042999999997846,34.012000000002445,33.99700000000303,0.4740133327783776
742,II,2.0,0.4541,1.5308397786165204,0.43259960147499527,-0.7950050420581954,1.381295623003826,0.20627152478168642,0.3874902899283712,0.46661539301066307,1.3025473724874856,0.9149214447575313,1.646207612206685,0.8226297261719154,117.01499999999942,9.027000000001863,90.03899999999703,8.995999999999185,0.7764412310945994
760,Ib,32.0,0.8864,1.4629966120280562,0.255205605354205,1.323961360135024,1.4282968139828796,0.9600769996332885,0.08997501187688052,-0.12347115454040163,1.0666985504229953,0.8750927259474072,1.5512547655659445,0.8548214005279333,69.93799999999464,69.93799999999464,58.91399999999703,50.890999999995984,0.5397012870734376
762,II,2.0,0.6733,1.3070679506612983,0.4325273415359415,0.4914098912666421,1.3096301674258988,-0.07251755530699025,-0.0067367509085351695,0.23660275339795192,1.3372595397502758,0.7226477268496317,1.3806995483827167,0.7364363228792221,77.93799999999464,76.93799999999464,47.94899999999325,58.890999999995984,0.7632835150000675
834,Ib,32.0,0.3235,1.4184670209466004,0.3645309176761104,-0.3840267033517636,1.4051755462179893,0.618879952575581,0.034567965168955585,0.4250306370901659,1.1705550585212086,0.9014877350530022,1.434521001265773,0.8684597771769319,63.01199999999517,52.01199999999517,60.917999999997846,62.96899999999732,0.6870615682535948
858,II,2.0,0.8275,1.0944711286416449,0.1488724245775208,-0.7402643161271198,1.1749315935284426,0.340713116313062,-0.21709796972965142,-0.09222163759057152,1.0492180226701815,0.5398489863889506,1.3433101031623413,0.5642094664449949,129.0239999999976,126.95300000000134,67.1840000000011,70.08200000000215,0.47511961905507694
865,II,2.0,0.5633,1.1911714557285584,0.3290657611282736,0.03957379232035028,1.4274861090957855,0.6863560263844614,-0.6217006109743826,0.17040074599324156,1.1670217957902564,0.7220482082216738,1.4274861090957855,0.7732576956745387,84.96500000000378,12.046999999998661,13.090000000003783,13.078999999997905,0.6030561095954466
873,II,2.0,0.7469,1.3594560201209867,0.33367386268335747,0.517625105128894,1.2873537727147466,-0.3588875827313567,0.1892545265282517,0.19002629580242547,1.4245549766067132,0.8160089698991501,1.4934580509951885,0.7085070098829546,129.8249999999971,99.86800000000221,67.98500000000058,66.82099999999627,0.7331179288603328
876,Ib,32.0,0.2356,1.8833774897483389,0.8113759086031112,0.31975509318271805,1.801815168581437,0.2292518395532944,0.2068828439870115,0.5693718610513374,1.7117228918272347,1.3738903522996075,1.8215790279120088,1.2658672200837102,59.062999999994645,59.062999999994645,48.03899999999703,48.0199999999968,1.1816536634729675
903,II,2.0,0.6655,1.2674064187529042,0.3973448648972449,0.052589493600068704,1.25478968739721,-0.3118671701169867,0.033371150438780736,0.24782763536007538,1.373463721632369,0.7688972400288401,1.3725622182854997,0.7096783946476846,141.95000000000437,45.942000000002736,18.0940000000046,25.985000000000582,0.7208212583196784
938,Ia,1.0,0.7331,1.8274338954007792,0.5533963968582611,0.675639822999533,1.6102341753343887,-0.5443054916394497,0.5536930303901044,0.34443745302718265,1.8237349883987313,1.0792016719309119,1.6790370374603594,0.983675189558558,170.80799999999726,59.12799999999697,53.08499999999913,59.10899999999674,0.9719595698387867
967,II,2.0,0.8998,1.0380635269978589,0.31663233945230135,-0.33936055092388734,0.975109989686161,-0.7515457332897623,0.17459932205640877,0.10410658282958328,1.2521245525056444,0.5004310809088205,1.1506950511427139,0.46069770832611917,174.90699999999924,61.93800000000192,68.91799999999785,45.09000000000378,0.6247959880017838
1024,II,2.0,0.4091,1.570192561095726,0.48606745612691254,0.0671686219004094,1.2440295890300217,-0.9407471259169753,0.8495325088627298,0.40799849311998293,1.6057358938767468,0.8241889389801693,1.4426365257822318,0.7000561469361144,141.83600000000297,58.84000000000378,53.0940000000046,44.09000000000378,0.8273492457033087
