snid,label_name,label_id,sim_z,z_peak_flux,r_mean_flux,peak_color_g_minus_r,i_peak_flux,peak_color_r_minus_i,peak_color_i_minus_z,g_mean_flux,r_peak_flux,z_std_flux,i_amplitude,i_std_flux,time_span,z_time_of_peak,i_time_of_peak,r_time_of_peak,r_std_flux
615,non-Ia,0,0.0,2.5831463096138934,2.568224894718075,-0.08650495165609642,2.6500519827385594,-0.4400879716947109,-0.0785516112282582,2.5517458696898556,2.7874495341271253,2.022540670291378,2.6197362961682265,2.094321528693478,826.9161000000022,426.75440000000526,782.7389000000039,451.7476999999999,2.2846584690655733
713,non-Ia,0,1.8181,1.0345455999315718,0.8105026419915781,0.1616529708775426,1.0909742067901937,0.06237300762186852,-0.05940454513939851,0.8385149767199216,1.0617931836407808,0.2114957220170378,0.9189240736637639,0.5013599266079855,383.96809999999823,90.8205999999991,76.79980000000069,90.79439999999886,0.4906505010554246
730,non-Ia,0,0.232,1.6249004064834984,1.1378471221533615,2.2388889510984384,1.5387257856531509,0.4803981200098082,0.2520054438914367,0.35874982318537474,1.342318259928256,1.1687942305329488,1.4633355554459604,1.078436952833701,75.80819999999949,0.026300000004994217,5.996100000003935,0.0,0.8562289396846045
745,Ia,1,0.3037,2.2663096039197113,1.5441413168318403,0.3947986728585442,2.310163557856607,0.18302293190357297,-0.06972832043309853,1.4031027985667277,2.3459521665903114,1.682379951944673,2.2893108370124002,1.705277100736466,123.69820000000618,0.026300000004994217,0.015400000003864989,0.0,1.7223286074301656
1124,Ia,1,0.1934,2.160168860604456,1.5005030878992622,1.0937778651362313,2.148659420910928,0.2408736073134956,0.026331083821976683,1.1736753774447506,2.032101537799718,1.6189749884833837,2.1357950575050153,1.5703842974491988,856.8637999999992,722.9790999999968,722.9680000000008,722.9524999999994,1.4507870631413238
1227,non-Ia,0,0.0,1.165919169533698,0.13409024353699384,-1.5672720542836716,0.5288110690704623,0.16080585975703068,1.9743386943553374,0.9586730403379595,0.517935021305715,0.0,0.8495658943727229,0.42977097946361337,357.01490000000194,357.01490000000194,288.0694000000003,314.20610000000306,0.3202486509327864
1598,Ia,1,0.1352,2.86829719488873,2.900684843500814,-0.13469615263634957,3.0016145457803374,-0.22650942980923428,0.10171935159795403,2.9544996101297354,3.110876263567179,1.4785758306606174,2.986845821719194,2.6389008957716684,15.177499999997963,15.177499999997963,15.166599999996834,15.151299999997718,2.7371987072408865
1632,non-Ia,0,0.6857,1.1604445797331875,0.1754761064255886,-0.24437415532898626,0.9493925928852505,1.0119020785029198,0.5825288558512622,0.2068590679801268,0.7083672686789096,0.45097000677429805,0.4481028342319068,0.27944997071247757,122.60940000000119,16.88499999999476,0.0,28.8804999999993,0.3798727030200308
1920,Ia,1,0.3088,2.277291536060761,1.9434445250581591,0.26204060392893086,2.355313401332949,-0.07426439080676943,-0.15423246665452475,1.833212395942838,2.367035839905181,1.7898794539908087,2.3186544415948127,1.8611392978607075,103.82099999999627,30.07039999999688,30.059399999998277,17.92819999999483,1.9291666612198561
1926,non-Ia,0,0.0,0.961817521243499,1.4761958882358297,3.122846989056054,0.7035603853692514,-2.195769309199609,0.16326311531575946,-0.09047970477582483,1.5004913627194947,0.7355425111640452,0.9621789526683457,0.5691059114760685,354.99200000000565,47.84939999999915,0.015299999999115244,354.99200000000565,0.43495656232669466
